gene	Apical progenitors	Astrocytes	CThPN	Cajal Retzius cells	Cycling glial cells	DL CPN	DL_CPN_1	DL_CPN_2	Doublet	Endothelial cells	Ependymocytes	Immature neurons	Intermediate progenitors	Interneurons	Layer 4	Layer 6b	Low quality cells	Microglia	Migrating neurons	NP	Oligodendrocytes	Pericytes	Red blood cells	SCPN	UL CPN	VLMC
Tnrc6c		0.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	
Sh2b1							1.0	1.0																		
Gclm	1.0	1.0		1.0		0.0	1.0	1.0			1.0				0.0					0.0			1.0		0.0	
Trim39																										
Sass6																										
Zfp459	0.0	1.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0
Pbdc1	1.0	1.0	0.0		1.0	0.0	1.0	1.0	1.0		1.0		1.0		0.0	1.0		1.0	0.0		1.0	1.0		0.0	0.0	
Eml4																						1.0				
Dtx3l		0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0
Lipa	0.0	0.0	0.0			0.0				1.0		0.0			0.0		0.0			0.0			0.0	0.0	0.0	
Cecr6	0.0	0.0			0.0	1.0				0.0	0.0		0.0		1.0		0.0	0.0				0.0	0.0		1.0	0.0
Cyp4v3	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C130026L21Rik	1.0	0.0	0.0	0.0								0.0		0.0				0.0	0.0				0.0			0.0
Pknox2																	0.0	0.0				0.0	0.0			
Xkr5		0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ago4																	0.0						0.0			0.0
Pex16							1.0	1.0			1.0					1.0										
Actl6a	1.0	1.0		1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0						1.0	0.0	1.0	1.0		1.0		1.0
Cklf																										
Atp2b2	0.0	0.0				1.0	1.0	1.0							1.0	1.0		0.0					0.0			0.0
Vwa5a			0.0	0.0		0.0	0.0	0.0			1.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0	
4930524J08Rik											0.0						0.0					0.0	0.0			
Fbxw4																	0.0						0.0			
Klhl14	0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hadhb	1.0	1.0	0.0		1.0	0.0			1.0			0.0			0.0					0.0	1.0	1.0		0.0	0.0	
Trim3							1.0				0.0							0.0					0.0			
Irs2																										
Stk40																										
Fbxo17	1.0		0.0			0.0						0.0	0.0	0.0	0.0	0.0	0.0		0.0				0.0	0.0	0.0	
Zfand3							1.0	1.0	1.0		1.0										1.0	1.0				
2610020C07Rik							0.0				0.0					0.0	0.0									
Cc2d1b											0.0															
Lin7b	0.0	0.0	1.0		0.0	1.0	1.0	1.0		0.0	0.0		0.0		1.0	1.0		0.0	0.0	1.0		0.0	0.0	1.0	1.0	0.0
Rfx5		0.0	0.0			0.0	0.0					0.0	0.0		0.0		0.0		0.0	0.0			0.0	0.0	0.0	
R3hcc1l																										
Ninj1																1.0		1.0				1.0				
Gm17750	1.0	1.0	1.0	1.0	1.0	1.0			1.0		1.0	1.0		1.0		1.0			1.0	1.0				1.0	1.0	0.0
Ggt7	0.0		1.0			1.0	1.0	1.0				1.0	0.0		1.0					1.0			0.0	1.0	1.0	0.0
Rhog			0.0			0.0						0.0		0.0	0.0	0.0		1.0	0.0	0.0				0.0	0.0	
Mettl2											0.0												0.0			
Rab36																	0.0	0.0					0.0			
Rsad1	0.0	0.0	0.0							0.0	0.0	0.0	0.0		1.0		0.0		0.0				0.0	0.0		
Ccdc85b										1.0						1.0							0.0			
Gm27040	0.0	0.0	1.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0
Knstrn	1.0		0.0		1.0	0.0	0.0	0.0				0.0			0.0	0.0				0.0				0.0	0.0	
Wdhd1	1.0	0.0	0.0			0.0		0.0				0.0			0.0				0.0	0.0				0.0	0.0	
Tes	0.0	0.0	1.0		0.0	1.0					0.0	1.0	0.0		1.0	1.0				1.0	0.0			1.0	1.0	
Tmcc2							1.0											0.0								
Mastl	1.0		0.0			0.0						0.0	1.0		0.0		0.0		0.0					0.0	0.0	
Epb41l4aos																										
Mlec					1.0						1.0							1.0								1.0
Slc25a20																										
Ldb1									1.0																	
Ckmt1	0.0	0.0	1.0		0.0		1.0	1.0		0.0	0.0		0.0		1.0	1.0		0.0		1.0			0.0	1.0		0.0
Dnmt3a				1.0			1.0	1.0	1.0							1.0										
Gm26881																							0.0			
Kif18b		0.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	
Arf3	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0	1.0			1.0	1.0	
Cdk20																						0.0	0.0			
Supv3l1																										
Prkcg	0.0	0.0	1.0	0.0	0.0	1.0						0.0	0.0	0.0	1.0		0.0	0.0	0.0		0.0		0.0			0.0
Trim8							1.0	1.0								1.0										
Kctd13	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0			1.0	1.0				1.0	1.0	
Gabra5	0.0	0.0				1.0	1.0	1.0			0.0		0.0		1.0	1.0			0.0				0.0			0.0
Zfp143																										
Prr18	0.0	1.0	1.0			1.0						1.0	0.0		1.0					1.0			0.0	1.0	1.0	0.0
Cnrip1	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0			1.0	1.0	1.0		0.0	1.0	1.0	
Eif1a	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0				1.0	1.0	1.0		1.0	1.0	1.0
Krt222	0.0	0.0	0.0		0.0	0.0			0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gtf2h3																										
Luzp1										1.0												1.0	0.0			
Necab3	0.0	0.0	1.0		0.0					0.0	0.0	1.0		0.0		1.0		0.0			0.0		0.0	1.0		0.0
Matk	0.0					1.0	1.0	1.0					0.0		1.0	1.0				1.0			0.0		1.0	0.0
Mycbp2	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0			1.0	1.0	1.0			1.0	1.0	
Ano6																										
Wdr13	0.0		1.0			1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0				1.0	1.0	
Mfng			0.0			0.0		0.0		1.0	0.0		1.0		0.0					0.0				0.0	0.0	
Hist1h4b		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0
Abcc8	0.0	0.0			0.0					0.0	0.0		0.0	0.0	0.0		0.0	0.0			0.0		0.0	1.0		0.0
Vezf1	1.0	1.0	0.0		1.0				1.0		1.0		1.0		0.0				1.0	0.0	1.0					
Palm3	0.0	0.0	0.0		0.0	0.0				0.0	0.0		0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
Hscb																							1.0			
Bcl2l1	0.0		1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0			1.0	1.0				1.0	1.0	
Hey1	1.0	1.0									1.0					1.0				0.0					0.0	
Myl9		1.0	0.0	0.0		0.0					1.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		1.0		0.0	0.0	1.0
Enpp5							1.0	1.0								1.0							0.0			
Def6	0.0	0.0			0.0						0.0		0.0	0.0	1.0		0.0		0.0		0.0		0.0			
Oat	1.0	1.0	0.0		1.0	0.0	1.0	1.0	1.0		1.0		0.0			1.0			0.0	0.0		1.0		0.0	0.0	
Tmed5	1.0	1.0	0.0		1.0		1.0		1.0	1.0	1.0	0.0						1.0	0.0	0.0	1.0	1.0		0.0		
Ino80b							1.0		1.0		1.0															
Bcorl1																							0.0			
Tbl1xr1											1.0															
Bcas3																										
Acadsb																										
Rgs17	0.0		1.0			1.0	1.0	1.0					0.0		1.0	1.0				1.0			0.0	1.0		0.0
Rit2	0.0	1.0			0.0	1.0				0.0			0.0		1.0			0.0	0.0				0.0	1.0		0.0
Pds5a									1.0																	
Wsb2	0.0	0.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0		1.0		1.0	1.0	
Csrp1		1.0	0.0		1.0	0.0	0.0	0.0		1.0		0.0			0.0				0.0	0.0		1.0		0.0	0.0	
Lrp6																										
B3galt2	0.0	0.0	1.0			1.0		1.0			0.0					1.0		0.0		1.0			0.0	1.0		0.0
Adgra3																										
Tmem74b								1.0								1.0		0.0				0.0	0.0			0.0
Dlg4	0.0		1.0			1.0	1.0	1.0				1.0	0.0		1.0	1.0				1.0			0.0	1.0	1.0	
Gm266			0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ctxn1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0		0.0	1.0	1.0	
Lrr1	1.0		0.0			0.0	0.0	0.0			0.0	0.0	1.0		0.0				0.0	0.0				0.0	0.0	
Hyal1																	0.0						0.0			0.0
Abracl	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0
Rbfox3	0.0		1.0			1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0			0.0	1.0	1.0	0.0
Ddt		1.0		1.0	1.0		1.0	1.0	1.0		1.0	1.0				1.0								1.0		
Pxmp2		1.0	0.0			0.0		0.0				0.0	0.0	0.0	0.0				0.0	0.0				0.0	0.0	
Gas6	0.0	1.0	1.0	1.0		1.0	1.0	1.0					0.0		1.0	1.0		1.0	0.0	1.0			0.0	1.0		
Alg13																										
Armc9																										
Xylb		0.0	0.0			0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0
Lockd	1.0	1.0	0.0		1.0	0.0	0.0	0.0	1.0			0.0	1.0		0.0	0.0				0.0			1.0	0.0	0.0	
Carhsp1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0				1.0	1.0	
Ankrd44																							0.0			
1500015A07Rik																										
Calb2	0.0	0.0	0.0	1.0		0.0				0.0		1.0	0.0		0.0			0.0				0.0	0.0	0.0		0.0
Cthrc1	0.0	1.0	0.0			0.0	0.0					0.0		0.0	0.0		0.0	0.0	0.0	0.0		1.0	0.0	0.0	0.0	1.0
Smarca5	1.0	1.0		1.0	1.0				1.0		1.0	1.0	1.0		0.0	1.0		1.0	1.0		1.0	1.0		1.0		1.0
Gbe1																							0.0			
Dyrk1b																							0.0			0.0
Ccdc149																	0.0						0.0			0.0
Hif3a		0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0			0.0	0.0	
Phlda3				1.0			1.0	1.0															0.0			
Tcf3	1.0	1.0	0.0	1.0	1.0	0.0			1.0	1.0	1.0		1.0		0.0				1.0	0.0	1.0	1.0			0.0	1.0
Proser1		0.0							1.0				1.0						1.0							
Fahd1																										
Asic2	0.0	0.0		0.0	0.0	1.0							0.0		1.0		0.0	0.0	0.0				0.0	1.0	1.0	0.0
Chchd4	1.0		1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0		1.0	1.0	1.0				1.0				1.0	1.0	
Enkur	0.0		0.0			0.0		0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syn3	0.0	0.0			0.0	0.0				0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0
Arhgap10		0.0	0.0			0.0					0.0	0.0	0.0	0.0	0.0	0.0			0.0	0.0			0.0	0.0		
Arl6	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0					1.0			0.0	1.0				1.0		
Tmem180																	0.0					0.0	0.0			0.0
Eya3																										
Phyhipl	0.0	1.0			1.0		1.0	1.0					0.0		1.0	1.0		0.0	0.0				0.0			0.0
Arhgap17																	0.0						0.0			
Chrna4	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
M6pr							1.0			1.0								1.0				1.0				
Rrm2	1.0				1.0	0.0			1.0			0.0	1.0		0.0	1.0	1.0		0.0	0.0			1.0	0.0	0.0	1.0
Syngr1							1.0	1.0								1.0		1.0			1.0		0.0			0.0
Xylt1		1.0	1.0									0.0					0.0	0.0	0.0		1.0		0.0			0.0
Pif1		0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	0.0
Lemd1										0.0								0.0				0.0	0.0			0.0
Gpr45										0.0	0.0							0.0				0.0	0.0			
D6Wsu163e																										
Ippk																										
Sh2b3	0.0	0.0	0.0			0.0					0.0	0.0	0.0			0.0	0.0		0.0	0.0		1.0	0.0	0.0	0.0	
Dnajb3																										
Rbm28					1.0				1.0							1.0										
Pitpnm1	0.0	0.0	1.0	0.0		1.0	1.0	1.0					0.0		1.0				0.0	1.0			0.0		1.0	0.0
Gfap	0.0	1.0	0.0	0.0		0.0	0.0	0.0		0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Apoe		1.0	0.0		1.0	0.0				1.0	1.0	0.0						1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0
Osbpl2							1.0	1.0	1.0							1.0										
Kif11	1.0		0.0		1.0	0.0	0.0	0.0				0.0	1.0		0.0	0.0			0.0	0.0				0.0	0.0	
Gyltl1b		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rasl11b							1.0	1.0								1.0		0.0					0.0			
Srek1	1.0				1.0				1.0				1.0		0.0	1.0										
Irak1																										
Crtc3	0.0	1.0	0.0			0.0					1.0	0.0	0.0		0.0				0.0	0.0			0.0	0.0	0.0	
Drp2	0.0	0.0								0.0			0.0				0.0	0.0	0.0			0.0	0.0	1.0		0.0
Gm10406	0.0	0.0	0.0		0.0	0.0				0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
Gpr180							1.0	1.0								1.0										
Lmbr1l																							0.0			
Pacsin2	1.0	1.0	0.0			0.0					1.0	0.0			0.0				0.0	0.0				0.0		
Sav1																	0.0									
Agk							1.0	1.0								1.0										
Sox9	1.0	1.0	0.0		1.0	0.0	0.0		1.0		1.0	0.0			0.0	0.0				0.0	1.0			0.0	0.0	
Med6																										
Espl1		0.0	0.0	0.0		0.0	0.0	0.0			0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0			0.0	0.0	0.0	
Zfp24	1.0	1.0	0.0		1.0	0.0			1.0		1.0		1.0		0.0				1.0	0.0	1.0				0.0	
Crabp1	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0		0.0	1.0
Ptprt	0.0					1.0						0.0	0.0				0.0			1.0			0.0			0.0
Arhgap18		1.0	0.0	0.0		0.0	0.0			1.0		0.0		0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	
Cdc25a											0.0												0.0			
Gstm5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0		1.0	1.0	1.0
Glra2	0.0	0.0	1.0										0.0			1.0				1.0			0.0	1.0		0.0
Hcfc1r1	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0		1.0	1.0	
Rnf146		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Tmem100		1.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	0.0	0.0	0.0	0.0	
Lypla1																						1.0				
Smc5																										
Fryl																1.0										
Zfyve27							1.0									1.0										
Iqgap2	1.0		0.0			0.0	0.0	0.0				0.0		0.0	0.0	0.0			0.0	0.0				0.0	0.0	
Tmem189																										
Slc25a18	0.0	1.0	0.0	0.0		0.0	0.0	0.0		0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0
Dvl1											0.0						0.0						0.0			0.0
Eif4g3		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Dlgap1	0.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0			1.0	1.0	1.0					1.0		0.0	1.0	1.0	0.0
Acadvl	0.0	1.0	0.0			0.0					1.0	0.0			0.0					0.0		1.0		0.0	0.0	
Unc50	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0				1.0	1.0	1.0		1.0	1.0	
Ezr		1.0			1.0				1.0		1.0		1.0		0.0				1.0	0.0						
Foxk2																										
Opcml	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0	0.0		1.0	1.0				1.0	1.0		0.0	1.0	1.0	0.0
Spin1		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0		1.0	1.0	
Fam21							1.0	1.0			1.0															
Cacna1c	0.0	0.0	1.0		0.0	1.0					0.0	1.0	0.0		1.0		0.0	0.0					0.0	1.0	1.0	
Uevld								0.0						0.0		0.0	0.0									0.0
Mfhas1							1.0	1.0															0.0			
Ppp1r3f																	0.0	0.0					0.0			
Lig1	1.0		0.0		1.0	0.0			1.0			0.0	1.0		0.0				0.0	0.0				0.0	0.0	
Slc25a10																										
Lrrc4			1.0			1.0							0.0		1.0					1.0			0.0	1.0	1.0	0.0
Rad51ap1	1.0		0.0		1.0	0.0		0.0				0.0	1.0		0.0				0.0	0.0				0.0	0.0	
Hivep3	0.0						1.0								1.0				1.0	1.0			0.0		1.0	0.0
Gabbr1	0.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	0.0	1.0	1.0	1.0				1.0	1.0		0.0	1.0	1.0	
Gdap1l1	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0			1.0	1.0			0.0	1.0	1.0	0.0
Ncapg	1.0		0.0		1.0	0.0	0.0	0.0			0.0	0.0	1.0		0.0	0.0			0.0	0.0				0.0	0.0	
Vash2		0.0	1.0			1.0	1.0	1.0	1.0			1.0			1.0	1.0				1.0			0.0	1.0	1.0	
Dubr																		0.0			0.0		0.0			
Nxph4	0.0	0.0	1.0		0.0	0.0	0.0	0.0			0.0	1.0		0.0	0.0	1.0		0.0	1.0	0.0	0.0		0.0		0.0	
Clip3	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0		0.0	1.0	1.0	
1600012H06Rik																										
Gfm1																										
Vstm2l	0.0	0.0	0.0		0.0		1.0						0.0		1.0			0.0	0.0	0.0			0.0			0.0
Zbtb34																	0.0						0.0			
Mina	1.0	1.0	0.0								0.0								0.0							
Rbm33											0.0															
Agap2	0.0	0.0			0.0					0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0			0.0			0.0
1190005I06Rik																							0.0			
Efnb1	1.0	1.0	0.0		1.0	0.0			1.0		1.0		1.0		0.0				1.0	0.0				0.0	0.0	
Cltb	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0				1.0	1.0	1.0		1.0	1.0	
Bnip2	1.0	1.0			1.0		1.0	1.0	1.0	1.0		1.0	1.0					1.0	1.0		1.0	1.0		1.0		
Shank1	0.0		1.0	1.0		1.0	1.0	1.0	1.0				0.0	1.0	1.0	1.0				1.0			0.0	1.0	1.0	0.0
Nxpe3											0.0							0.0					0.0			
mt-Atp8	1.0	0.0	1.0			1.0									1.0					1.0				1.0	1.0	
Slc7a8	0.0	0.0		0.0	0.0							0.0	0.0	0.0			0.0		0.0	0.0			0.0		0.0	0.0
AY036118																										
Gm12166	0.0					1.0									1.0		0.0				0.0		0.0	1.0		0.0
Epha3	0.0	0.0							1.0			1.0	1.0			1.0		0.0	1.0	0.0			0.0		1.0	0.0
Wdr31	1.0		1.0								1.0		1.0				0.0	0.0	0.0				0.0	1.0	1.0	
Fbxo36											1.0			0.0			0.0						0.0			
Tnfaip8		1.0	0.0			0.0	0.0	0.0			1.0	0.0		0.0	0.0	0.0			0.0	0.0				0.0	0.0	
Bahcc1											0.0												0.0			
Larp7	1.0	1.0			1.0				1.0				1.0									1.0				1.0
Tef								1.0															0.0			
Sp1																	0.0									
Slc25a37		0.0	0.0	0.0		0.0		0.0			0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0			1.0	0.0	0.0	
Dbf4	1.0	0.0			1.0	0.0						0.0	1.0		0.0				0.0	0.0						
Arl6ip6	1.0	1.0	0.0		1.0				1.0			1.0	1.0		0.0				1.0	0.0		1.0				
Dnajb9																1.0						1.0				
Fancm											0.0												0.0			
Nrxn2	0.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	0.0	1.0	1.0	1.0			1.0	1.0	1.0			1.0	1.0	
Armt1																										
Clvs2	0.0	0.0	1.0			1.0	1.0	1.0		0.0			0.0		1.0			0.0	0.0	1.0		0.0	0.0	1.0		0.0
Zfp248											0.0							0.0					0.0			
Eva1a		1.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Trap1								1.0																		
Csnk1g3		0.0		1.0			1.0	1.0	1.0			1.0				1.0										
Kat2a							1.0	1.0			1.0					1.0										
Hsf2																										
Nenf	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0
Gm42893		0.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0
Gm12355	0.0	0.0				0.0	0.0	0.0		0.0		0.0	0.0						0.0	0.0		0.0	0.0	0.0	0.0	
Myt1	0.0	0.0	0.0			0.0				0.0	0.0		1.0		0.0			0.0	1.0	0.0		0.0	0.0		0.0	0.0
Ctdspl																	0.0						0.0			
Psd2	0.0		1.0			1.0	1.0						0.0		1.0			0.0		1.0		0.0	0.0	1.0	1.0	0.0
Nrn1	0.0	0.0		1.0					1.0				1.0	0.0	0.0				1.0	0.0			0.0			0.0
Gab1							0.0	0.0			1.0											1.0				
Cep70									1.0																	
Ranbp17		0.0	0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0			0.0	0.0	0.0	
Zfp597																	0.0						0.0			
Mamld1	1.0	0.0	0.0									0.0		0.0			0.0	0.0	0.0				0.0	0.0	0.0	0.0
Larp6	0.0	0.0				1.0	1.0	1.0		0.0			0.0		1.0				0.0	0.0			0.0			
Doc2a		0.0				1.0	1.0	1.0					0.0		1.0	1.0			0.0				0.0			0.0
Mfap3l	0.0	0.0	0.0			0.0						0.0	0.0	0.0			0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0
Usp54																	0.0	0.0					0.0			
Bcl6	0.0	0.0	0.0			1.0	0.0	0.0		0.0		0.0	0.0	0.0	1.0	0.0	0.0		0.0			0.0	0.0	0.0	1.0	0.0
Med27	0.0	0.0	0.0					1.0	1.0			1.0								0.0						
Prkx																										
Gnb4			1.0			1.0	1.0	1.0		1.0			0.0		1.0					1.0		1.0		1.0		
Twf1	1.0	1.0			1.0		1.0	1.0	1.0		1.0		1.0		1.0	1.0					1.0					
Skil								1.0		1.0						1.0		1.0								
Cep170b							1.0	1.0										0.0					0.0			
Srd5a1																		0.0								
Ralb							1.0			1.0						1.0		1.0				1.0				
Rnf150	0.0	0.0	0.0			0.0				0.0	0.0		0.0				0.0						0.0		1.0	
Atp11c																							0.0			
Wasf2										1.0								1.0				1.0				
Sgcb							1.0	1.0			1.0												0.0			
Gca		1.0	0.0			0.0						0.0		0.0	0.0	0.0	0.0		0.0	0.0				0.0	0.0	0.0
Gins2	1.0		0.0		1.0	0.0	0.0	0.0				0.0			0.0				0.0	0.0				0.0	0.0	
Tor1aip1											1.0															
2210016F16Rik							1.0															1.0				
Parp9		0.0	0.0	0.0		0.0	0.0	0.0				0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0
Gabrg3	0.0	0.0	0.0							0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0
Ctif																		0.0					0.0			
Ccdc167											0.0															
H2-D1							1.0			1.0						1.0		1.0								
Ccdc28b	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0	1.0	1.0			1.0	1.0	1.0	1.0	0.0	1.0	1.0	
Atp6v1b2		1.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0		1.0	1.0	1.0		1.0	1.0	1.0	1.0			1.0	1.0	
Plekhf2		1.0	0.0		1.0	0.0			1.0				1.0		0.0				1.0	0.0		1.0		0.0		
Grp	0.0	0.0				1.0							0.0					0.0		1.0			0.0	0.0		0.0
Pgp	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0		1.0	1.0				1.0	1.0	1.0		1.0	1.0	
Il10rb	0.0		0.0	0.0		0.0				1.0		0.0	0.0	0.0	0.0		0.0	1.0	0.0	0.0				0.0	0.0	
Plpp1							1.0	1.0															0.0			
Gm14698	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0			1.0			1.0	1.0				1.0				1.0	1.0	
Grasp											0.0							0.0					0.0			
Gpr161																		0.0					0.0			
Rhobtb3											1.0												0.0			
Dopey2	0.0	0.0											0.0				0.0			0.0		0.0	0.0			
Rhbdd2							1.0																0.0			
Gstm7																		0.0					0.0			
Pcmtd1	0.0		1.0	1.0		1.0	1.0	1.0	1.0			1.0			1.0	1.0				1.0				1.0	1.0	
Pcsk1n	0.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0		1.0	1.0	0.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0		0.0	1.0	1.0	0.0
Zmiz1	1.0	1.0	1.0	1.0	1.0				1.0		1.0		1.0			1.0			1.0	1.0	1.0			1.0		
